,Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
0,SIA/UP/MIN/42984/2019,5056,Uttar Pradesh,Aligarh,Atrauli,Date of Submission for EC: 16 Sep 2019 ,Date of Ec Granted : 11 Mar 2020,Non-Coal Mining,CHHARRA ENT UDYOG ALIGARH,EC Granted
1,SIA/UP/MIN/31430/2019,,,,,Date of Submission for TOR: ,Date of Submission for EC: 16 Feb 2019 ,Non-Coal Mining,LALMANI EET BHATTA,Delisted
2,SIA/UP/MIN/135537/2020,5366,Uttar Pradesh,Gorakhpur,Gorakhpur,Date of Submission for EC: 07 Jan 2020 ,Date of Ec Granted : 20 Mar 2020,Non-Coal Mining,SHRI ANIRUDH YADAV,EC Granted
3,SIA/UP/MIN/29933/2018,4572,Uttar Pradesh,Banda,Banda,Date of Submission for TOR: ,Date of Submission for EC: 17 Aug 2019 ,Non-Coal Mining,SMT DEEPTI GUPTA,Delisted
4,SIA/UP/NCP/73365/2018,4435,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for EC: 02 Aug 2018 ,Date of Ec Granted : 11 Dec 2018,INFRA-1,AIRCON SYSTEMS INDIA PVT LTD,EC Granted
5,SIA/UP/MIN/125438/2019,5257,Uttar Pradesh,Mathura,Mat,Date of Submission for TOR: ,Date of Submission for EC: 26 Nov 2019 ,Non-Coal Mining,HARI ENT UDHYOG,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
6,SIA/UP/MIN/137385/2020,5401,Uttar Pradesh,Unnao,Purwa,Date of Submission for TOR: ,Date of Submission for EC: 17 Jan 2020 ,Non-Coal Mining,M/S GAWAR CONSTRUCTION LTD.,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
7,SIA/UP/MIN/164781/2020,5738,Uttar Pradesh,Kannauj,Tirwa,Date of Submission for TOR: ,Date of Submission for EC: 23 Jul 2020 ,Non-Coal Mining,MS JAI BALAJI BRICK FIELD,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
8,SIA/UP/MIN/231920/2021,6622,Uttar Pradesh,Mirzapur,Marihan,Date of Submission for EC: 09 Oct 2021 ,Date of Ec Granted : 22 Apr 2022,Non-Coal Mining,SHRI KESHAV NATH TIWARI,EC Granted
9,SIA/UP/NCP/92208/2019,4804,Uttar Pradesh,Lucknow,Lucknow,Date of Submission for TOR: ,Date of Submission for EC: 03 May 2019 ,INFRA-1,CHIEF ENGINEER,WithdrawEC
10,SIA/UP/MIN/92141/2019,,Uttar Pradesh,Bagpat,Baraut,Date of Submission for TOR: ,Date of Submission for EC: 08 Feb 2019 ,Non-Coal Mining,MS SHRI SHYAM BHATTA CO,Delisted
11,SIA/UP/MIN/92231/2019,4641,Uttar Pradesh,PRAYAGRAJ,Meja,Date of Submission for EC: 21 Jan 2019 ,Date of Ec Granted : 02 Jan 2020,Non-Coal Mining,SHRI VINAY  KUMAR DWIVEDI,EC Granted
12,SIA/UP/MIN/21879/2018,4061,Uttar Pradesh,Kaushambi,Manjhanpur,Date of Submission for EC: 04 Oct 2018 ,Date of Ec Granted : 24 Nov 2018,Non-Coal Mining,MS KUNWAR INFRADEVELOPERS PVT LTD,EC Granted
13,SIA/UP/NCP/75292/2018,4328,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for EC: 03 Jun 2018 ,Date of Ec Granted : 29 Oct 2018,INFRA-1,KAMROOP INFRABUILD PVT LTD,EC Granted
14,SIA/UP/MIS/195183/2021,6140,Uttar Pradesh,Lakhimpur Kheri,Mohammadi,Date of Submission for EC: 27 Jan 2021 ,Date of Ec Granted : 15 May 2021,INFRA-2,DISTRICT HOSPITAL LAKHIMPUR KHERI,EC Granted
15,SIA/UP/IND/149964/2020,5648/4629,Uttar Pradesh,Muzaffarnagar,Muzaffarnagar,Date of Submission for TOR: ,Date of Submission for EC: 16 Apr 2020 ,Industrial Projects - 1,,Rejection Letter Granted
16,SIA/UP/MIN/135837/2020,5389,Uttar Pradesh,Kannauj,Kannauj,Date of Submission for EC: 17 Jan 2020 ,Date of Ec Granted : 16 Mar 2020,Non-Coal Mining,M/S SHIV SHAKTI BRICK FIELD,EC Granted
17,SIA/UP/MIN/136119/2020,,Uttar Pradesh,Ghazipur,Saidpur,Date of Submission for TOR: ,Date of Submission for EC: 09 Jan 2020 ,Non-Coal Mining,ANANYA EET BHATTA,Delisted
18,SIA/UP/MIN/29523/2018,4528,Uttar Pradesh,Hamirpur,Hamirpur,Date of Submission for EC: 12 Oct 2018 ,Date of Ec Granted : 24 Nov 2018,Non-Coal Mining,M/S DISHA ENTERPRISES,EC Granted
19,SIA/UP/MIN/149967/2020,5629,Uttar Pradesh,Kanpur Nagar,Kanpur,Date of Submission for TOR: ,Date of Submission for EC: 20 Mar 2020 ,Non-Coal Mining,RS ASSOCIATES,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
20,SIA/UP/MIN/73370/2018,4120,Uttar Pradesh,Gonda,Tarabganj,Date of Submission for EC: 07 Mar 2018 ,Date of Ec Granted : 05 Apr 2018,Non-Coal Mining,M/S AARADHYA ENTERPRISES,EC Granted
21,SIA/UP/MIN/129961/2019,,Uttar Pradesh,Aligarh,Atrauli,Date of Submission for TOR: ,Date of Submission for EC: 06 Dec 2019 ,Non-Coal Mining,NAZAR ENT UDYOG,Delisted
22,SIA/UP/MIN/125447/2019,5312,Uttar Pradesh,Shahjahanpur,Tilhar,Date of Submission for TOR: ,Date of Submission for EC: 12 Dec 2019 ,Non-Coal Mining,KASHISHBRICKFIELD,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
23,SIA/UP/MIS/134717/2020,5419,Uttar Pradesh,Ghaziabad,Ghaziabad,Date of Submission for TOR: ,Date of Submission for EC: 22 Jan 2020 ,INFRA-2,M/S T&T INFRAZONE PRIVATE LIMITED,Rejection Letter Granted
24,SIA/UP/MIN/135948/2020,5393,Uttar Pradesh,Kannauj,Tirwa,Date of Submission for TOR: ,Date of Submission for EC: 17 Jan 2020 ,Non-Coal Mining,M/S JAI BALA JI BRICK FIELD,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
25,SIA/UP/MIN/92601/2019,4665,Uttar Pradesh,Mahoba,Mahoba,Date of Submission for EC: 12 Feb 2019 ,Date of Ec Granted : 02 Nov 2019,Non-Coal Mining,MAHESH TIWARI,EC Granted
26,SIA/UP/MIN/127019/2019,5223,Uttar Pradesh,Kanpur Dehat,Derapur,Date of Submission for EC: 23 Nov 2019 ,Date of Ec Granted : 11 Mar 2020,Non-Coal Mining,MS SIDDHI BRICK FIELD,EC Granted
27,SIA/UP/MIN/127228/2019,5244,Uttar Pradesh,Sultanpur,Kadipur,Date of Submission for EC: 25 Nov 2019 ,Date of Ec Granted : 11 Mar 2020,Non-Coal Mining,M/S HEERA ENT BHATTHA,EC Granted
28,SIA/UP/NCP/58619/2020,5992,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for EC: 09 Jul 2021 ,Date of Ec Granted : 19 Jul 2022,INFRA-2,AJAY ENTERPRISES (P) LTD,EC Granted
29,SIA/UP/MIN/72740/2018,4063,Uttar Pradesh,Hamirpur,Hamirpur,Date of Submission for EC: 10 Feb 2018 ,Date of Ec Granted : 16 Mar 2018,Non-Coal Mining,MS SILVRR MIST RETAIL PRIVATE LIMITED,EC Granted
30,SIA/UP/MIN/87919/2018,4635,Uttar Pradesh,Banda,Baberu,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2019 ,Non-Coal Mining,M/S SRI FALGUN  GIRI  MINES,WithdrawEC
31,SIA/UP/NCP/91589/2019,4644,Uttar Pradesh,Raebareli,Rae Bareli,Date of Submission for EC: 24 Jan 2019 ,Date of Ec Granted : 12 Jun 2019,INFRA-1,"M/S RAEBARELI DEVELOPMENT AUTHORITY, RAEBARELI",EC Granted
32,SIA/UP/MIN/132113/2019,5960,Uttar Pradesh,Muzaffarnagar,Budhana,Date of Submission for TOR: ,Date of Submission for EC: 26 Oct 2020 ,Non-Coal Mining,RCC DEVELOPERS LTD.,Delisted
33,SIA/UP/MIN/190743/2020,6097,Uttar Pradesh,Mahoba,Kulpahar,Date of Submission for EC: 31 Dec 2020 ,Date of Ec Granted : 11 Jun 2021,Non-Coal Mining,SHRI CHANDRA PRAKASH MAHESHWARI,EC Granted
34,SIA/UP/MIN/190749/2020,6098,Uttar Pradesh,Mahoba,Mahoba,Date of Submission for EC: 31 Dec 2020 ,Date of Ec Granted : 08 Oct 2021,Non-Coal Mining,M/S ROYAL NATURAL STONES PVT. LTD.,EC Granted
35,SIA/UP/MIN/181843/2020,5981,Uttar Pradesh,Mirzapur,Chunar,Date of Submission for EC: 09 Nov 2020 ,Date of Ec Granted : 27 May 2021,Non-Coal Mining,SHRI VIRENDRA KUMAR SINGH,EC Granted
36,SIA/UP/MIN/139109/2020,5458,Uttar Pradesh,Lucknow,Malihabad,Date of Submission for TOR: ,Date of Submission for EC: 27 Jan 2020 ,Non-Coal Mining,BRIJLAL SOIL EXCAVATION,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
37,SIA/UP/MIN/139665/2020,,Uttar Pradesh,AYODHYA,Rudauli,Date of Submission for TOR: ,Date of Submission for EC: 30 Jan 2020 ,Non-Coal Mining,M/S YASH BRICK FIELD,Delisted
38,SIA/UP/NCP/72226/2018,3977,Uttar Pradesh,Agra,Agra,Date of Submission for EC: 12 Jan 2018 ,Date of Ec Granted : 11 Jul 2018,INFRA-1,BLOOM INN PRIVATE LIMITED,EC Granted
39,SIA/UP/MIN/72234/2018,3980,Uttar Pradesh,Kaushambi,Chail,Date of Submission for EC: 12 Jan 2018 ,Date of Ec Granted : 30 Jan 2018,Non-Coal Mining,MS ABDUL SAMAD,EC Granted
40,SIA/UP/MIN/181166/2020,5985,Uttar Pradesh,Jhansi,Jhansi,Date of Submission for EC: 21 Nov 2020 ,Date of Ec Granted : 27 Apr 2022,Non-Coal Mining,SHRI VINAY KUMAR S/O SHRI LALARAM VERMA,EC Granted
41,SIA/UP/MIS/181696/2020,5980,Uttar Pradesh,Ghaziabad,Ghaziabad,Date of Submission for TOR: ,Date of Submission for EC: 09 Nov 2020 ,INFRA-2,MAHALUXMI BUILDTECH LIMITED,Delisted
42,SIA/UP/MIN/125900/2019,5296,Uttar Pradesh,Sultanpur,Kadipur,Date of Submission for EC: 03 Dec 2019 ,Date of Ec Granted : 11 Mar 2020,Non-Coal Mining,MS PANDEY ENT UDYOG,EC Granted
43,SIA/UP/MIN/40892/2019,4989,Uttar Pradesh,Mirzapur,Mirzapur,Date of Submission for EC: 11 Nov 2020 ,Date of Ec Granted : 09 Nov 2021,Non-Coal Mining,M/S UNNATI CONSTRUCTION,EC Granted
44,SIA/UP/MIN/72482/2018,4018,Uttar Pradesh,Jhansi,Mauranipur,Date of Submission for EC: 25 Jan 2018 ,Date of Ec Granted : 08 Mar 2018,Non-Coal Mining,SHAILENDRA YADAV,EC Granted
45,SIA/UP/MIN/72960/2018,4090,Uttar Pradesh,Firozabad,Firozabad,Date of Submission for EC: 17 Feb 2018 ,Date of Ec Granted : 31 Mar 2018,Non-Coal Mining,SUKHVIR SINGH,EC Granted
46,SIA/UP/NCP/72964/2018,4077,Uttar Pradesh,Etawah,Saifai,Date of Submission for EC: 14 Feb 2018 ,Date of Ec Granted : 31 Dec 2020,INFRA-1,OFFICER,EC Granted
47,SIA/UP/MIN/22499/2017,4139,Uttar Pradesh,Sant Kabir Nagar,Ghanghata,Date of Submission for EC: 19 Mar 2018 ,Date of Ec Granted : 31 Mar 2018,Non-Coal Mining,MS RAI CONSZTRUCTION,EC Granted
48,SIA/UP/NCP/22581/2015,4149,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for EC: 22 Mar 2018 ,Date of Ec Granted : 11 Dec 2018,INFRA-1,MS RUDRA BUILDWELL PROJECTS PVT LTD,EC Granted
49,SIA/UP/MIN/33227/2019,4714,Uttar Pradesh,Chitrakoot,Karwi,Date of Submission for TOR: ,Date of Submission for EC: 18 Mar 2019 ,Non-Coal Mining,KAMADGIRI TRADERS,WithdrawEC
50,SIA/UP/MIN/44855/2019,5513,Uttar Pradesh,Moradabad,Moradabad,Date of Submission for TOR: ,Date of Submission for EC: 13 Feb 2020 ,Non-Coal Mining,DANISH KHAN,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
51,SIA/UP/MIN/31379/2019,4670,Uttar Pradesh,Banda,Banda,Date of Submission for EC: 18 Oct 2019 ,Date of Ec Granted : 18 Jan 2020,Non-Coal Mining,SHRI VIPUL TYAGI,EC Granted
52,SIA/UP/MIN/167856/2020,5769,Uttar Pradesh,Raebareli,Maharajganj,Date of Submission for TOR: ,Date of Submission for EC: 13 Aug 2020 ,Non-Coal Mining,M/S VARUSH BHANUJA CONSTRUCTION PVT. LTD.,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
53,SIA/UP/MIN/29774/2018,4558,Uttar Pradesh,Fatehpur,Fatehpur,Date of Submission for EC: 16 Aug 2019 ,Date of Ec Granted : 05 Dec 2019,Non-Coal Mining,M/S SHREEBAMDEV GLOBAL PRIVATE LIMITED,EC Granted
54,SIA/UP/MIN/64076/2020,6389/5695,Uttar Pradesh,AYODHYA,Sohawal,Date of Submission for EC: 23 Jun 2021 ,Date of Ec Granted : 09 Nov 2021,Non-Coal Mining,SHRI SANTPRASAD JAISWAL,EC Granted
55,SIA/UP/MIN/62272/2017,3830,Uttar Pradesh,Sonbhadra,Robertsganj,Date of Submission for TOR: ,Date of Submission for EC: 03 Feb 2017 ,Non-Coal Mining,KAMAL KANT PANDEY,Under examination of SEIAA - Processed offline
56,SIA/UP/MIS/197384/2021,6182,Uttar Pradesh,Gonda,Gonda,Date of Submission for EC: 09 Feb 2021 ,Date of Ec Granted : 15 May 2021,INFRA-2,DEPARTMENT OF MEDICAL EDUCATION UTTAR PRADESH,EC Granted
57,SIA/UP/MIN/197551/2021,6421,Uttar Pradesh,Jhansi,Jhansi,Date of Submission for EC: 30 Jun 2021 ,Date of Ec Granted : 17 Nov 2022,Non-Coal Mining,SHRI DEEPAK WADHI,EC Granted
58,SIA/UP/MIN/130070/2019,,Uttar Pradesh,Lucknow,Mohanlalganj,Date of Submission for TOR: ,Date of Submission for EC: 09 Dec 2019 ,Non-Coal Mining,SHIV K D BRICK FIELD,Delisted
59,SIA/UP/MIN/166260/2020,5745,Uttar Pradesh,Shahjahanpur,Powayan,Date of Submission for EC: 02 Aug 2020 ,Date of Ec Granted : 23 Sep 2020,Non-Coal Mining,RAJESH KUAMR VERMA,EC Granted
60,SIA/UP/MIN/147926/2020,5599,Uttar Pradesh,Varanasi,Varanasi,Date of Submission for TOR: ,Date of Submission for EC: 11 Mar 2020 ,Non-Coal Mining,GAMMON ENGINEERS AND CONTRACTORS PVT LTD,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
61,SIA/UP/NCP/60487/2016,3801,Uttar Pradesh,Ghaziabad,Ghaziabad,Date of Submission for TOR: ,Date of Submission for EC: 17 Nov 2016 ,INFRA-1,GHAZIABAD DEVELOPMENT AUTHORITY GHAZIABAD,Under examination of SEIAA - Processed offline
62,SIA/UP/MIN/173630/2020,5861,Uttar Pradesh,Shahjahanpur,Jalalabad,Date of Submission for TOR: ,Date of Submission for EC: 23 Sep 2020 ,Non-Coal Mining,SHRI BANKE BIHARI ENT UDYOG,Delisted
63,SIA/UP/MIN/33614/1990,4900,Uttar Pradesh,Aligarh,Atrauli,Date of Submission for EC: 26 Jun 2019 ,Date of Ec Granted : 20 Mar 2020,Non-Coal Mining,RS BRICKS PRATHAM,EC Granted
64,SIA/UP/IND2/224029/2021,6492,Uttar Pradesh,Saharanpur,Saharanpur,Date of Submission for TOR: ,Date of Submission for EC: 10 Aug 2021 ,Industrial Projects - 2,COOPERATIVE COMPANY LIMITED,Delisted
65,SIA/UP/MIS/224045/2021,6493,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for TOR: ,Date of Submission for EC: 10 Aug 2021 ,INFRA-2,HINDUSTAN PETROLEUM CO-OPERATIVE HOUSING SOCIETY LTD.,Delisted
66,SIA/UP/MIN/52734/2020,5639,Uttar Pradesh,Lalitpur,Lalitpur,Date of Submission for EC: 13 Dec 2020 ,Date of Ec Granted : 15 Jan 2021,Non-Coal Mining,KARUNA PARECHA RUCHI SATYA,EC Granted
67,SIA/UP/MIN/59089/2019,6035/4949,Uttar Pradesh,PRAYAGRAJ,Meja,Date of Submission for EC: 12 Dec 2020 ,Date of Ec Granted : 26 Mar 2021,Non-Coal Mining,M/S NITIN NISHAD/90873,EC Granted
68,SIA/UP/MIN/45449/2019,,Uttar Pradesh,Bagpat,Baraut,Date of Submission for TOR: ,Date of Submission for EC: 24 Oct 2019 ,Non-Coal Mining,M/S RATHI BRICK FIELD,Delisted
69,SIA/UP/MIS/98982/2019,,Uttar Pradesh,Lucknow,Mohanlalganj,Date of Submission for TOR: ,Date of Submission for EC: 07 May 2019 ,INFRA-2,DIRECTOR,WithdrawEC
70,SIA/UP/MIN/29162/2018,4497,Uttar Pradesh,Hamirpur,Hamirpur,Date of Submission for EC: 01 Jul 2020 ,Date of Ec Granted : 03 Sep 2020,Non-Coal Mining,M/S KUBER KAMNA MARBLES PVT LTD.,EC Granted
71,SIA/UP/NCP/60909/2016,3808,Uttar Pradesh,Ghaziabad,Ghaziabad,Date of Submission for TOR: ,Date of Submission for EC: 07 Dec 2016 ,INFRA-1,DELHI METRO WELFARE ORGANIZATION,Under examination of SEIAA - Processed offline
72,SIA/UP/NCP/73442/2018,4125,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for EC: 12 Mar 2018 ,Date of Ec Granted : 12 Sep 2018,INFRA-1,TOWNPARK BUILDCON PVT LTD,EC Granted
73,SIA/UP/MIN/73458/2018,4154,Uttar Pradesh,Farrukhabad,Kaimganj,Date of Submission for EC: 26 Mar 2018 ,Date of Ec Granted : 11 Jun 2018,Non-Coal Mining,MR SURESH CHANDRA DANI,EC Granted
74,SIA/UP/MIN/73466/2018,4127,Uttar Pradesh,Jhansi,Garautha,Date of Submission for EC: 13 Mar 2018 ,Date of Ec Granted : 14 May 2018,Non-Coal Mining,VARDAN CONSTRUCTION,EC Granted
75,SIA/UP/MIN/172828/2020,5859,Uttar Pradesh,Unnao,Unnao,Date of Submission for EC: 22 Sep 2020 ,Date of Ec Granted : 14 Mar 2022,Non-Coal Mining,SUSHIL1,EC Granted
76,SIA/UP/MIN/174266/2020,5857,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Date of Submission for EC: 20 Sep 2020 ,Date of Ec Granted : 04 Mar 2021,Non-Coal Mining,BALAJI CONSTRUCTION AND SUPPLIERS,EC Granted
77,SIA/UP/MIN/145989/2020,5569,Uttar Pradesh,Mathura,Mat,Date of Submission for TOR: ,Date of Submission for EC: 03 Mar 2020 ,Non-Coal Mining,CHANDRAWALI ENT UDYOG,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
78,SIA/UP/MIN/73761/2018,4248,Uttar Pradesh,Mahoba,Kulpahar,Date of Submission for EC: 12 Apr 2018 ,Date of Ec Granted : 30 May 2018,Non-Coal Mining,MS MANISH OJHA BUILDING MATERIAL SUPPLIER AND CONTRACTOR,EC Granted
79,SIA/UP/MIN/74852/2018,4306,Uttar Pradesh,Mahoba,Kulpahar,Date of Submission for EC: 17 May 2018 ,Date of Ec Granted : 18 Jul 2018,Non-Coal Mining,SMT KAUSHILYA CHOBEY CONTRACTOR,EC Granted
80,SIA/UP/MIN/126221/2019,5225,Uttar Pradesh,Mathura,Mat,Date of Submission for EC: 23 Nov 2019 ,Date of Ec Granted : 11 Mar 2020,Non-Coal Mining,M/S J. M. INT UDYOG,EC Granted
81,SIA/UP/MIN/35214/2019,4773,Uttar Pradesh,PRAYAGRAJ,Bara,Date of Submission for EC: 24 Apr 2019 ,Date of Ec Granted : 05 Aug 2019,Non-Coal Mining,MS SARITA  CONSTRUCTION COMPANY,EC Granted
82,SIA/UP/NCP/18703/2014,,Karnataka,Bangalore Urban,Bangalore East,Date of Submission for TOR: ,Date of Submission for EC: 02 Mar 2017 ,INFRA-1,LUCKNOW DEVELOPMENT AUTHORITY,Under examination of SEIAA - Processed offline
83,SIA/UP/MIN/72499/2018,,Uttar Pradesh,Kanpur Nagar,Ghatampur,Date of Submission for TOR: ,Date of Submission for EC: 25 Jan 2018 ,Non-Coal Mining,MS EUREKA MINES AND MINERALS LLP,Delisted
84,SIA/UP/MIN/72574/2018,4027,Uttar Pradesh,Kaushambi,Manjhanpur,Date of Submission for EC: 29 Jan 2018 ,Date of Ec Granted : 12 Feb 2018,Non-Coal Mining,SRI RAJESH SHARMA,EC Granted
85,SIA/UP/MIN/149446/2020,5632,Uttar Pradesh,Lucknow,Malihabad,Date of Submission for TOR: ,Date of Submission for EC: 19 Mar 2020 ,Non-Coal Mining,M/S C. L. CONSTRUCTION,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
86,SIA/UP/MIS/60480/2016,,Uttar Pradesh,Ghaziabad,Ghaziabad,Date of Submission for TOR: ,Date of Submission for EC: 17 Nov 2016 ,INFRA-2,GHAZIABAD DEVELOPMENT AUTHORITY GHAZIABAD,Under examination of SEIAA - Processed offline
87,SIA/UP/MIN/28025/2018,4378,Uttar Pradesh,Banda,Banda,Date of Submission for EC: 18 Dec 2018 ,Date of Ec Granted : 02 Mar 2019,Non-Coal Mining,SHRI MANJEET CHAWLA,EC Granted
88,SIA/UP/MIN/143008/2020,5514,Uttar Pradesh,Gorakhpur,Gorakhpur,Date of Submission for EC: 13 Feb 2020 ,Date of Ec Granted : 16 Mar 2020,Non-Coal Mining,M/S FANEES ASOCIATES,EC Granted
89,SIA/UP/MIN/147417/2020,5962,Uttar Pradesh,Bulandshahr,Anupshahr,Date of Submission for TOR: ,Date of Submission for EC: 26 Oct 2020 ,Non-Coal Mining,PROJECT MANAGER,Delisted
90,SIA/UP/MIN/53648/2019,5686/4812,Uttar Pradesh,Mahoba,Mahoba,Date of Submission for EC: 05 Jun 2020 ,Date of Ec Granted : 03 Sep 2020,Non-Coal Mining,OM PRAKASH BHARDWAJ,EC Granted
91,SIA/UP/MIN/144324/2020,,Uttar Pradesh,Jaunpur,Jaunpur,Date of Submission for TOR: ,Date of Submission for EC: 20 Feb 2020 ,Non-Coal Mining,M/S URMILA YADAV INT BHATTA,Delisted
92,SIA/UP/MIN/149405/2020,5621,Uttar Pradesh,Mathura,Mat,Date of Submission for TOR: ,Date of Submission for EC: 18 Mar 2020 ,Non-Coal Mining,M/S HAWALDAR ENT UDYOG,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
93,SIA/UP/MIN/73770/2018,4246,Uttar Pradesh,Mahoba,Kulpahar,Date of Submission for EC: 18 Apr 2018 ,Date of Ec Granted : 25 May 2018,Non-Coal Mining,MS SINGH CONSTRUCTION,EC Granted
94,SIA/UP/MIN/69193/2021,6704-6152,Uttar Pradesh,Mahoba,Mahoba,Date of Submission for EC: 26 Nov 2021 ,Date of Ec Granted : 29 Dec 2021,Non-Coal Mining,SHRI KANAK DHWAJ SINGH,EC Granted
95,SIA/UP/NCP/70820/2017,,Uttar Pradesh,Ghaziabad,Ghaziabad,Date of Submission for TOR: ,Date of Submission for EC: 06 Nov 2017 ,INFRA-1,M/S. MAHALUXMI BUILDTECH CONSORTIUM PVT. LTD.,WithdrawEC
96,SIA/UP/NCP/70906/2017,3866,Uttar Pradesh,Gautam Buddha Nagar,Dadri,Date of Submission for EC: 13 Nov 2017 ,Date of Ec Granted : 11 Jun 2018,INFRA-1,SAGAR TECHNOCITY PRIVATE LTD,EC Granted
97,SIA/UP/MIN/34979/2019,4768,Uttar Pradesh,Mahoba,Mahoba,Date of Submission for EC: 24 Jan 2020 ,Date of Ec Granted : 01 Sep 2020,Non-Coal Mining,GAURAV BAJPAI,EC Granted
98,SIA/UP/MIN/30379/2018,4627,Uttar Pradesh,Banda,Banda,Date of Submission for EC: 31 Dec 2018 ,Date of Ec Granted : 08 Feb 2019,Non-Coal Mining,KAIMS INFRA DEVELOPERS,EC Granted
99,SIA/UP/MIN/42158/2019,5088,Uttar Pradesh,Aligarh,Koil,Date of Submission for TOR: ,Date of Submission for EC: 22 Sep 2019 ,Non-Coal Mining,SRI RAM ENT UDHYOG,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
100,SIA/UP/MIN/134721/2020,5357/4679,Uttar Pradesh,Mahoba,Mahoba,Date of Submission for EC: 03 Jan 2020 ,Date of Ec Granted : 05 Mar 2020,Non-Coal Mining,SHRI GURUDAYAL BADHORIYA,EC Granted
101,SIA/UP/NCP/62387/2017,3834,Uttar Pradesh,Ghaziabad,Ghaziabad,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2017 ,INFRA-1,ANNIKA PROMOTERS PRIVATE LIMITED,Under examination of SEIAA - Processed offline
102,SIA/UP/MIS/60483/2016,,Uttar Pradesh,Ghaziabad,Ghaziabad,Date of Submission for TOR: ,Date of Submission for EC: 17 Nov 2016 ,INFRA-2,GHAZIABAD DEVELOPMENT AUTHORITY GHAZIABAD,Under examination of SEIAA - Processed offline
103,SIA/UP/MIN/231984/2021,6599,Uttar Pradesh,Siddharthnagar,Naugarh,Date of Submission for EC: 29 Sep 2021 ,Date of Ec Granted : 14 Dec 2021,Non-Coal Mining,SHRI SUNIL KUMAR JAISWAL,EC Granted
104,SIA/UP/MIS/172044/2020,5818,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for EC: 08 Sep 2020 ,Date of Ec Granted : 19 Nov 2020,INFRA-2,M/S NIDP DEVELOPERS PRIVATE LIMITED,EC Granted
