Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
SIA/JH/MIN/202781/2021,EC/SEIAA/2021-22/2370/2021,Jharkhand,Giridih,Gawan,Date of Submission for EC: 23 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/250232/2022,EC/SEIAA/2021-22/2467/2021,Jharkhand,Sahibganj,Mandro,Date of Submission for EC: 25 Feb 2022 ,Date of Ec Granted : 21 Apr 2022,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/413927/2023,EC/SEIAA/2022-23/2741/2023,Jharkhand,,,Date of Submission for EC: 20 Feb 2023 ,Date of Ec Granted : 31 Mar 2023,Non-Coal Mining,ASMITA KIRO,EC Granted
SIA/JH/IND/21810/2009,EC/SEIAA/2017-18/2068/2017,Jharkhand,Ramgarh,Patratu,Date of Submission for EC: 26 Mar 2018 ,Date of Ec Granted : 05 Nov 2018,Industrial Projects - 1,MS BURNPUR CEMENT LIMITED,EC Granted
SIA/JH/MIN/228078/2021,EC/SEIAA/2021-22/2418/2021,Jharkhand,Palamu,Chhatarpur,Date of Submission for EC: 09 Sep 2021 ,Date of Ec Granted : 23 Sep 2021,Non-Coal Mining,M/S MAHAKALESHWAR STONE  MINES,EC Granted
SIA/JH/MIN/209763/2021,EC/SEIAA/2021-22/2347/2021,Jharkhand,Dumka,Shikaripara,Date of Submission for TOR: ,Date of Submission for EC: 17 Jun 2021 ,Non-Coal Mining,POKHARIA STONE MINE OF M/S MEWAR ENTERPRISES,Delisted
SIA/JH/MIS/288017/2022,EC/SEIAA/2022-23/2564/2022,Jharkhand,Ranchi,Kanke,Date of Submission for EC: 28 Sep 2022 ,Date of Ec Granted : 02 Mar 2023,INFRA-2,GEMINI SWAVLAMBI SAHKARI SAMITI PVT LTD,EC Granted
SIA/JH/MIS/287892/2022,EC/SEIAA/2022-23/2629/2022,Jharkhand,Ranchi,Bero,Date of Submission for EC: 22 Aug 2022 ,Date of Ec Granted : 09 Sep 2022,INFRA-2, MOTI INFRAHEIGHTS PRIVATE LIMITED,EC Granted
SIA/JH/MIN/413559/2023,EC/SEIAA/2022-23/2716/2023,Jharkhand,,,Date of Submission for EC: 17 Jan 2023 ,Date of Ec Granted : 08 Feb 2023,Non-Coal Mining,MOHSIN RAJA,EC Granted
SIA/JH/MIN/413532/2023,,Jharkhand,,,Date of Submission for TOR: ,Date of Submission for EC: 07 Jan 2023 ,Non-Coal Mining,UMLESH OJHA,Query raised by SEIAA and pending at PP
SIA/JH/MIN/66085/2017,,Jharkhand,Sahibganj,Mandro,Date of Submission for TOR: ,Date of Submission for EC: 30 Nov 2017 ,Non-Coal Mining,O P STONE WORKS,Delisted
SIA/JH/MIN/67705/2017,,Jharkhand,Pakaur,Litipara,Date of Submission for TOR: ,Date of Submission for EC: 07 Nov 2017 ,Non-Coal Mining,MS BHARAT BHARTI STONE WORKS,Delisted
SIA/JH/MIN/251582/2022,EC/SEIAA/2021-22/2476/2021,Jharkhand,Giridih,Dumri,Date of Submission for EC: 23 Feb 2022 ,Date of Ec Granted : 22 Apr 2022,Non-Coal Mining,M/S SHRI SHANKAR STONE MINES,EC Granted
SIA/JH/MIN/413124/2023,EC/SEIAA/2022-23/2717/2023,Jharkhand,,,Date of Submission for EC: 08 Jan 2023 ,Date of Ec Granted : 08 Feb 2023,Non-Coal Mining, OM MINES,EC Granted
SIA/JH/CMIN/413519/2023,EC/SEIAA/2022-23/2655/2023,Jharkhand,,,Date of Submission for EC: 21 Feb 2023 ,Date of Ec Granted : 08 Feb 2023,Coal Mining,Central Coalfields Limited,EC Granted
SIA/JH/MIN/43887/2019,EC/SEIAA/2018-19/2196/2019,Jharkhand,Sahibganj,Mandro,Date of Submission for EC: 29 Sep 2019 ,Date of Ec Granted : 04 Nov 2019,Non-Coal Mining,BELBHADRI STONE DEPOSIT MS PAHARIYA STONE WORKS,EC Granted
SIA/JH/MIN/32187/2015,EC/SEIAA/2015-16/1526/2015,Jharkhand,Sahibganj,Taljhari,Date of Submission for EC: 28 Oct 2015 ,Date of Ec Granted : 30 Dec 2015,Non-Coal Mining,MS CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/200428/2021,,Jharkhand,Giridih,Dhanwar,Date of Submission for TOR: ,Date of Submission for EC: 26 Feb 2021 ,Non-Coal Mining,SRI RAJESH PRASAD,Delisted
SIA/JH/MIN/45110/2019,EC/SEIAA/2018-19/2251/2019,Jharkhand,Ranchi,Kanke,Date of Submission for EC: 19 Oct 2019 ,Date of Ec Granted : 08 Nov 2019,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/33252/2015,EC/SEIAA/2015-16/1668/2015,Jharkhand,Godda,Boarijor,Date of Submission for EC: 25 Nov 2015 ,Date of Ec Granted : 30 Dec 2015,Non-Coal Mining,MS CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/254118/2022,EC/SEIAA/2021-22/2540/2022,Jharkhand,Ranchi,Ormanjhi,Date of Submission for EC: 20 Feb 2022 ,Date of Ec Granted : 22 Apr 2022,Non-Coal Mining,ASHA TETE,EC Granted
SIA/JH/MIN/256741/2022,EC/SEIAA/2021-22/2533/2021,Jharkhand,Pakaur,Pakaur,Date of Submission for EC: 23 Feb 2022 ,Date of Ec Granted : 22 Apr 2022,Non-Coal Mining,NARESH MANDHYAN,EC Granted
SIA/JH/MIN/78335/2018,,Jharkhand,Chatra,Hunterganj,Date of Submission for TOR: ,Date of Submission for EC: 10 Sep 2018 ,Non-Coal Mining,Jharkhand State Mineral Development Corporation Limited,WithdrawEC
SIA/JH/MIN/224382/2021,EC/SEIAA/2021-22/2424/2021,Jharkhand,Ranchi,Angara,Date of Submission for EC: 10 Sep 2021 ,Date of Ec Granted : 23 Sep 2021,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/219822/2021,EC/SEIAA/2021-22/2368/2021,Jharkhand,Pakaur,Pakaur,Date of Submission for TOR: ,Date of Submission for EC: 21 Jul 2021 ,Non-Coal Mining,M/S HEENA STONE WORKS,Rejection Letter Granted
SIA/JH/MIN/251891/2022,EC/SEIAA/2021-22/2474/2021,Jharkhand,Sahibganj,Mandro,Date of Submission for EC: 23 Feb 2022 ,Date of Ec Granted : 22 Apr 2022,Non-Coal Mining,M/S OM STONE WORKS,EC Granted
SIA/JH/MIN/251950/2022,EC/SEIAA/2021-22/2541/2022,Jharkhand,Sahibganj,Borio,Date of Submission for EC: 20 Feb 2022 ,Date of Ec Granted : 21 Apr 2022,Non-Coal Mining,ALOK RANJAN,EC Granted
SIA/JH/NCP/79598/2018,,Jharkhand,Seraikela Kharsawan,Kharsawan,Date of Submission for TOR: ,Date of Submission for EC: 20 Sep 2018 ,INFRA-1,LALCHAND MAHTO,WithdrawEC
SIA/JH/MIN/288451/2022,EC/SEIAA/2022-23/2635/2022,Jharkhand,Seraikela Kharsawan,Kharsawan,Date of Submission for EC: 17 Aug 2022 ,Date of Ec Granted : 09 Sep 2022,Non-Coal Mining, HARE LAL CONSTRUCTION COMPANY PRIVATE LIMITED,EC Granted
SIA/JH/MIN/195402/2021,,Jharkhand,Giridih,Dumri,Date of Submission for TOR: ,Date of Submission for EC: 10 Jun 2021 ,Non-Coal Mining,M/S SHUBHAM ENGINEERING STONE COMPANY,WithdrawEC
SIA/JH/MIN/34695/2019,EC/SEIAA/2018-19/2110/2018,Jharkhand,Gumla,Chainpur,Date of Submission for EC: 25 May 2019 ,Date of Ec Granted : 05 Jun 2019,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/221262/2021,,Jharkhand,Bokaro,Jaridih,Date of Submission for TOR: ,Date of Submission for EC: 22 Jul 2021 ,Non-Coal Mining,CRYSTAL CONSULTANTS,Delisted
SIA/JH/MIN/222049/2021,EC/SEIAA/2021-22/2394/2021,Jharkhand,Dumka,Gopikandar,Date of Submission for EC: 31 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,Non-Coal Mining,MUSNA STONE MINE OF M/S MAA KALI STONE,EC Granted
SIA/JH/MIN/268933/2022,EC/SEIAA/2022-23/2578/2022,Jharkhand,Chatra,Hunterganj,Date of Submission for EC: 07 May 2022 ,Date of Ec Granted : 28 Jun 2022,Non-Coal Mining,RANO STONE MINE OF M/S JAI SHANKAR STONE MINES,EC Granted
SIA/JH/MIN/266076/2022,EC/SEIAA/2022-23/2586/2022,Jharkhand,Ranchi,Ratu,Date of Submission for EC: 13 May 2022 ,Date of Ec Granted : 28 Jun 2022,Non-Coal Mining,BHOLA SINGH,EC Granted
SIA/JH/INFRA2/418578/2023,EC/SEIAA/2022-23/2747/2023,Jharkhand,,,Date of Submission for EC: 20 Feb 2023 ,Date of Ec Granted : 31 Mar 2023,INFRA-2, MALTI RESIDENCY INFRA PROJECTS PRIVATE LIMITED,EC Granted
SIA/JH/MIN/44183/2019,EC/SEIAA/2018-19/2210/2019,Jharkhand,Dumka,Shikaripara,Date of Submission for EC: 03 Oct 2019 ,Date of Ec Granted : 04 Nov 2019,Non-Coal Mining,POKHARIA STONE MINE ANIL PD. SINGH,EC Granted
SIA/JH/MIN/45083/2019,EC/SEIAA/2018-19/2255/2019,Jharkhand,Ranchi,Kanke,Date of Submission for EC: 19 Oct 2019 ,Date of Ec Granted : 08 Nov 2019,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/37831/2019,,Jharkhand,East Singhbhum,musabani,Date of Submission for TOR: ,Date of Submission for EC: 17 Jun 2019 ,Non-Coal Mining,SUPER BRICKS,Delisted
SIA/JH/MIN/65966/2017,EC/SEIAA/2017-18/2031/2017,Jharkhand,Pakaur,Pakuria,Date of Submission for EC: 14 Nov 2017 ,Date of Ec Granted : 05 Jun 2018,Non-Coal Mining,OVERSEAS MIN TECH CONSULTANTS,EC Granted
SIA/JH/MIS/279779/2022,EC/SEIAA/2022-23/2605/2022,Jharkhand,Ranchi,Kanke,Date of Submission for EC: 13 Jul 2022 ,Date of Ec Granted : 12 Aug 2022,INFRA-2, PRANAMI BUILDERS PRIVATE LIMITED,EC Granted
SIA/JH/MIN/32365/2015,EC/SEIAA/2015-16/1563/2015,Jharkhand,Sahibganj,Pathna,Date of Submission for EC: 02 Nov 2015 ,Date of Ec Granted : 30 Dec 2015,Non-Coal Mining,MS CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/45031/2019,EC/SEIAA/2018-19/2258/2019,Jharkhand,Ranchi,Kanke,Date of Submission for EC: 19 Oct 2019 ,Date of Ec Granted : ,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/45122/2019,EC/SEIAA/2018-19/2249/2019,Jharkhand,Ranchi,Ormanjhi,Date of Submission for EC: 19 Oct 2019 ,Date of Ec Granted : 08 Nov 2019,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/35559/2019,EC/SEIAA/2018-19/2115/2018,Jharkhand,Palamu,Hussainabad,Date of Submission for EC: 13 Jun 2019 ,Date of Ec Granted : 06 Jul 2019,Non-Coal Mining,ABHISHEK ANAND,EC Granted
SIA/JH/MIN/43245/2019,EC/SEIAA/2018-19/2176/2019,Jharkhand,Dumka,Shikaripara,Date of Submission for EC: 20 Sep 2019 ,Date of Ec Granted : 26 Oct 2019,Non-Coal Mining,MS MANMODE MINERALS PVT LTD      SHRI NILU MARIYA AND PARTNER,EC Granted
SIA/JH/MIN/228935/2021,EC/SEIAA/2021-22/2438/2021,Jharkhand,West Singhbhum,Chakradharpur,Date of Submission for EC: 05 Oct 2021 ,Date of Ec Granted : 31 Oct 2021,Non-Coal Mining,M/S VRIDHI CONSTRUCTION,EC Granted
SIA/JH/MIN/251582/2022,EC/SEIAA/2021-22/2476/2021,Jharkhand,Giridih,Dumri,Date of Submission for EC: 23 Feb 2022 ,Date of Ec Granted : 22 Apr 2022,Non-Coal Mining,M/S SHRI SHANKAR STONE MINES,EC Granted
SIA/JH/MIN/413124/2023,EC/SEIAA/2022-23/2717/2023,Jharkhand,,,Date of Submission for EC: 08 Jan 2023 ,Date of Ec Granted : 08 Feb 2023,Non-Coal Mining, OM MINES,EC Granted
SIA/JH/CMIN/413519/2023,EC/SEIAA/2022-23/2655/2023,Jharkhand,,,Date of Submission for EC: 21 Feb 2023 ,Date of Ec Granted : 08 Feb 2023,Coal Mining,Central Coalfields Limited,EC Granted
SIA/JH/MIS/273143/2022,EC/SEIAA/2022-23/2650/2022,Jharkhand,Ranchi,Namkum,Date of Submission for EC: 24 Nov 2022 ,Date of Ec Granted : 10 Jan 2023,INFRA-2, MANIKARAN EXCEL ILIKA JV,EC Granted
SIA/JH/MIN/62474/2017,,,,,Date of Submission for TOR: ,Date of Submission for EC: 13 Feb 2017 ,Non-Coal Mining,APEX MINITECH CONSULTANTS,Delisted
SIA/JH/MIN/216272/2021,EC/SEIAA/2021-22/2367/2021,Jharkhand,Kodarma,Chandwara,Date of Submission for EC: 21 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,Non-Coal Mining,M/S DASRATH RANA,EC Granted
SIA/JH/MIN/211246/2021,EC/SEIAA/2021-22/2372/2021,Jharkhand,Sahibganj,Rajmahal,Date of Submission for EC: 28 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,Non-Coal Mining,M/S MAA DURGA STONE WORKS OF SHRI BISHNU PRASAD YADAV,EC Granted
SIA/JH/IND/66658/2021,EC/SEIAA/2021-22/2409/2021,Jharkhand,Kodarma,Kodarma,Date of Submission for EC: 14 Jul 2022 ,Date of Ec Granted : 16 Aug 2022,Industrial Projects - 1,M/S  DADIJEE STEEL MANUFACTURING & TRADING PVT. LTD.,EC Granted
SIA/JH/MIN/65220/2017,EC/SEIAA/2016-17/2024/2017,Jharkhand,Palamu,Chhatarpur,Date of Submission for EC: 10 Aug 2017 ,Date of Ec Granted : 05 Jun 2018,Non-Coal Mining,MAA CHEDI STONES,EC Granted
SIA/JH/MIS/58084/2020,,,,,Date of Submission for TOR: ,Date of Submission for EC: 03 Nov 2020 ,INFRA-2,SHEKHAR BUILDCON PVT. LTD.,Delisted
SIA/JH/MIN/43482/2019,EC/SEIAA/2018-19/2180/2019,Jharkhand,Dumka,Shikaripara,Date of Submission for EC: 24 Sep 2019 ,Date of Ec Granted : 26 Oct 2019,Non-Coal Mining,SALBONAPAHAR STONE MINE      SHRI HARADHAN VERMA,EC Granted
SIA/JH/MIN/42880/2019,EC/SEIAA/2018-19/2190/2019,Jharkhand,Pakaur,Maheshpur,Date of Submission for EC: 14 Sep 2019 ,Date of Ec Granted : 04 Nov 2019,Non-Coal Mining,CHANDPUR STONE DEPOSIT,EC Granted
SIA/JH/IND/39010/2019,EC/SEIAA/2018-19/2167/2019,Jharkhand,Giridih,Giridih,Date of Submission for EC: 16 Jun 2021 ,Date of Ec Granted : 15 Jul 2021,Industrial Projects - 1,BALMUKUND SPONGE AND IRON PRIVATE LIMITED,EC Granted
SIA/JH/MIN/253215/2022,EC/SEIAA/2021-22/2501/2021,Jharkhand,East Singhbhum,potka,Date of Submission for EC: 23 Feb 2022 ,Date of Ec Granted : 12 Aug 2022,Non-Coal Mining,SUMIT KUMAR,EC Granted
SIA/JH/MIN/46271/2019,EC/SEIAA/2020-21/2321/2021,Jharkhand,Pakaur,Pakuria,Date of Submission for EC: 13 Apr 2021 ,Date of Ec Granted : 21 Apr 2022,Non-Coal Mining,M/S S.E STONE WORKS,EC Granted
SIA/JH/MIS/217913/2021,EC/SEIAA/2021-22/2391/2021,Jharkhand,Ranchi,Kanke,Date of Submission for EC: 27 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,INFRA-2,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/62233/2017,EC/SEIAA/2016-17/2002/2017,Jharkhand,Palamu,Padwa,Date of Submission for EC: 03 Mar 2017 ,Date of Ec Granted : 28 Aug 2017,Non-Coal Mining,MS MAA GURU CONSTRUCTION,EC Granted
SIA/JH/MIN/32367/2015,EC/SEIAA/2015-16/1562/2015,Jharkhand,Sahibganj,Pathna,Date of Submission for EC: 02 Nov 2015 ,Date of Ec Granted : 31 Dec 2015,Non-Coal Mining,MS CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/34410/2015,EC/SEIAA/2015-16/1914/2015,Jharkhand,Kodarma,Markacho,Date of Submission for TOR: ,Date of Submission for EC: 13 Dec 2015 ,Non-Coal Mining,MS CRYSTAL CONSULTANTS,TransferToDEIAA
SIA/JH/MIN/212308/2021,EC/SEIAA/2021-22/2332/2021,Jharkhand,Dumka,Shikaripara,Date of Submission for EC: 17 Jun 2021 ,Date of Ec Granted : 15 Jul 2021,Non-Coal Mining,SALBONAPAHAR STONE MINE OF SHRI SUJEET KUMAR SINGH,EC Granted
SIA/JH/IND/256997/2022,EC/SEIAA/2021-22/2534/2022,Jharkhand,Bokaro,Chas,Date of Submission for EC: 18 Feb 2022 ,Date of Ec Granted : 21 Apr 2022,Industrial Projects - 1,DALMIA CEMENT BHARAT LIMITED,EC Granted
SIA/JH/MIN/35241/2019,EC/SEIAA/2018-19/2117/2018,Jharkhand,Chatra,Hunterganj,Date of Submission for EC: 29 May 2019 ,Date of Ec Granted : 05 Jun 2019,Non-Coal Mining,Jharkhand State Mineral Development Corporation Limited,EC Granted
SIA/JH/MIN/214406/2021,EC/SEIAA/2021-22/2371/2021,Jharkhand,Palamu,Bishrampur,Date of Submission for EC: 28 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,Non-Coal Mining,BABA STONE AND MORUM MINES OF SHRI UMAKANT PRASAD JAISWAL,EC Granted
SIA/JH/MIN/43682/2019,EC/SEIAA/2018-19/2090/2018,Jharkhand,Garhwa,Kharaundhi,Date of Submission for EC: 26 Sep 2019 ,Date of Ec Granted : 21 Apr 2022,Non-Coal Mining,M/S GANGA KAWERI CONSTRUCTION PVT. LTD,EC Granted
SIA/JH/MIN/42307/2019,EC/SEIAA/2018-19/2174/2019,Jharkhand,Sahibganj,Rajmahal,Date of Submission for EC: 05 Sep 2019 ,Date of Ec Granted : 26 Oct 2019,Non-Coal Mining,HATHIDARI STONE DEPOSIT,EC Granted
SIA/JH/MIN/192216/2021,,Jharkhand,East Singhbhum,No Data,Date of Submission for TOR: ,Date of Submission for EC: 11 Jul 2021 ,Non-Coal Mining,VISION EARTH CONSULTANCY,Delisted
SIA/JH/MIN/413866/2023,EC/SEIAA/2022-23/2726/2023,Jharkhand,,,Date of Submission for EC: 13 Jan 2023 ,Date of Ec Granted : 08 Feb 2023,Non-Coal Mining,SANJAY RAY,EC Granted
SIA/JH/MIN/164206/2020,,Jharkhand,Dhanbad,Nirsa-Cum-Chirkunda,Date of Submission for TOR: ,Date of Submission for EC: 13 Jun 2021 ,Non-Coal Mining,NASIM ANSARI STONE MINES,WithdrawEC
SIA/JH/MIN/62454/2017,EC/SEIAA/2017-18/2043/2017,Jharkhand,Dhanbad,Dhanbad-Cum-Kenduadih-Cum-Jagta,Date of Submission for TOR: ,Date of Submission for EC: 30 May 2018 ,Non-Coal Mining,S G PRO LTD,Rejection Letter Granted
SIA/JH/MIN/183418/2020,,Jharkhand,Bokaro,Gumia,Date of Submission for TOR: ,Date of Submission for EC: 03 Mar 2021 ,Non-Coal Mining,OVERSEAS MIN-TECH CONSULTANTS,Delisted
SIA/JH/MIN/222416/2021,EC/SEIAA/2021-22/2395/2021,Jharkhand,Pakaur,Hiranpur,Date of Submission for TOR: ,Date of Submission for EC: 04 Aug 2021 ,Non-Coal Mining,M/S SRI GANESH STONE WORKS,Rejection Letter Granted
SIA/JH/MIN/220810/2021,EC/SEIAA/2021-22/2374/2021,Jharkhand,Dumka,Gopikandar,Date of Submission for EC: 28 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,Non-Coal Mining,MUSNA STONE MINE OF M/S RAKSHA KALI STONE,EC Granted
SIA/JH/MIN/418556/2023,EC/SEIAA/2022-23/2752/2023,Jharkhand,,,Date of Submission for EC: 18 Feb 2023 ,Date of Ec Granted : 31 Mar 2023,Non-Coal Mining,MOHAMMAD ANSARI,EC Granted
SIA/JH/MIN/194203/2021,EC/SEIAA/2021-22/2351/2021,Jharkhand,Giridih,Gawan,Date of Submission for EC: 22 Jun 2021 ,Date of Ec Granted : 15 Jul 2021,Non-Coal Mining,MS CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/65046/2017,EC/SEIAA/2017-18/2027/2017,Jharkhand,Palamu,Panki,Date of Submission for EC: 08 Sep 2017 ,Date of Ec Granted : 07 Feb 2019,Non-Coal Mining,MS RAK CONSTRUCTION,EC Granted
SIA/JH/MIS/58084/2020,,,,,Date of Submission for TOR: ,Date of Submission for EC: 03 Nov 2020 ,INFRA-2,SHEKHAR BUILDCON PVT. LTD.,Delisted
SIA/JH/MIN/216272/2021,EC/SEIAA/2021-22/2367/2021,Jharkhand,Kodarma,Chandwara,Date of Submission for EC: 21 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,Non-Coal Mining,M/S DASRATH RANA,EC Granted
SIA/JH/MIN/211246/2021,EC/SEIAA/2021-22/2372/2021,Jharkhand,Sahibganj,Rajmahal,Date of Submission for EC: 28 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,Non-Coal Mining,M/S MAA DURGA STONE WORKS OF SHRI BISHNU PRASAD YADAV,EC Granted
SIA/JH/CMIN/77491/2018,EC/SEIAA/2022-23/2699/2023,,,,Date of Submission for TOR: ,Date of Submission for EC: 04 Jan 2023 ,Coal Mining, CENTRAL COALFIELDS LIMITED,Delisted
SIA/JH/MIN/58419/2020,EC/SEIAA/2020-21/2317/2020,Jharkhand,Pakaur,Pakaur,Date of Submission for EC: 28 Feb 2022 ,Date of Ec Granted : 21 Apr 2022,Non-Coal Mining,SHRI BHAWESH TANWANI,EC Granted
SIA/JH/MIN/220061/2021,,Jharkhand,Giridih,Dhanwar,Date of Submission for TOR: ,Date of Submission for EC: 14 Jul 2021 ,Non-Coal Mining,M/S JHARKHAND STONE WORKS,Delisted
SIA/JH/MIN/220145/2021,EC/SEIAA/2021-22/2375/2021,Jharkhand,Dumka,Gopikandar,Date of Submission for EC: 23 Jul 2021 ,Date of Ec Granted : 14 Aug 2021,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/188519/2020,,Jharkhand,Gumla,Basia,Date of Submission for TOR: ,Date of Submission for EC: 18 Dec 2020 ,Non-Coal Mining,M/S OMT BRICKS,Delisted
SIA/JH/MIS/115596/2019,EC/SEIAA/2018-19/2131/2019,Jharkhand,Ranchi,Ormanjhi,Date of Submission for TOR: ,Date of Submission for EC: 24 Aug 2019 ,INFRA-2,GREATER RANCHI DEVELOPMENT AGENCY LIMITED,Deferred by SEAC
SIA/JH/MIN/62454/2017,EC/SEIAA/2017-18/2043/2017,Jharkhand,Dhanbad,Dhanbad-Cum-Kenduadih-Cum-Jagta,Date of Submission for TOR: ,Date of Submission for EC: 30 May 2018 ,Non-Coal Mining,S G PRO LTD,Rejection Letter Granted
SIA/JH/MIN/183418/2020,,Jharkhand,Bokaro,Gumia,Date of Submission for TOR: ,Date of Submission for EC: 03 Mar 2021 ,Non-Coal Mining,OVERSEAS MIN-TECH CONSULTANTS,Delisted
SIA/JH/MIN/228102/2021,,,,,Date of Submission for TOR: ,Date of Submission for EC: 18 Nov 2021 ,Non-Coal Mining,ABHENMINING & ENGINEERING,WithdrawEC
SIA/JH/MIN/204768/2021,,Jharkhand,Ranchi,Bero,Date of Submission for TOR: ,Date of Submission for EC: 14 Mar 2022 ,Non-Coal Mining,M/S R.S.S. BRICKS,WithdrawEC
SIA/JH/MIN/33454/2015,EC/SEIAA/2015-16/1749/2015,Jharkhand,Sahibganj,Barhait,Date of Submission for EC: 30 Nov 2015 ,Date of Ec Granted : 31 Dec 2015,Non-Coal Mining,MS CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/234471/2021,EC/SEIAA/2021-22/2450/2021,Jharkhand,Palamu,Chhatarpur,Date of Submission for EC: 19 Oct 2021 ,Date of Ec Granted : 31 Oct 2021,Non-Coal Mining,M/S JAI MATA DI STONE WORKS,EC Granted
SIA/JH/MIN/413866/2023,EC/SEIAA/2022-23/2726/2023,Jharkhand,,,Date of Submission for EC: 13 Jan 2023 ,Date of Ec Granted : 08 Feb 2023,Non-Coal Mining,SANJAY RAY,EC Granted
SIA/JH/MIN/42378/2019,EC/SEIAA/2018-19/2169/2019,Jharkhand,Chatra,Chatra,Date of Submission for EC: 06 Sep 2019 ,Date of Ec Granted : 09 Oct 2019,Non-Coal Mining,MS CHATANIA MINES,EC Granted
SIA/JH/MIN/222416/2021,EC/SEIAA/2021-22/2395/2021,Jharkhand,Pakaur,Hiranpur,Date of Submission for TOR: ,Date of Submission for EC: 04 Aug 2021 ,Non-Coal Mining,M/S SRI GANESH STONE WORKS,Rejection Letter Granted
SIA/JH/MIN/52883/2016,,Jharkhand,Palamu,Balumath,Date of Submission for TOR: ,Date of Submission for EC: 14 Apr 2016 ,Non-Coal Mining,RAUS IGS JV,TransferToDEIAA
SIA/JH/MIN/415809/2023,EC/SEIAA/2022-23/2762/2023,Jharkhand,,,Date of Submission for EC: 18 Feb 2023 ,Date of Ec Granted : 31 Mar 2023,Non-Coal Mining,VARAPRASAD VEERAMACHANENI,EC Granted
SIA/JH/MIN/61701/2017,,Jharkhand,Bokaro,Chandankiyari,Date of Submission for TOR: ,Date of Submission for EC: 30 Jan 2017 ,Non-Coal Mining,RENU PANDAY,Delisted
SIA/JH/MIN/37975/2019,EC/SEIAA/2018-19/2136/2018,Jharkhand,Dumka,Gopikandar,Date of Submission for EC: 03 Jul 2019 ,Date of Ec Granted : 02 Aug 2019,Non-Coal Mining,MS LAKHINARAYAN STONE WORKS,EC Granted
SIA/JH/MIN/45558/2019,EC/SEIAA/2018-19/2279/2019,Jharkhand,Ranchi,Kanke,Date of Submission for EC: 26 Oct 2019 ,Date of Ec Granted : 09 Dec 2020,Non-Coal Mining,CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/184239/2020,,Jharkhand,Bokaro,Bermo,Date of Submission for TOR: ,Date of Submission for EC: 01 Mar 2021 ,Non-Coal Mining,OVERSEAS MIN-TECH CONSULTANTS,Delisted
SIA/JH/MIS/20211/2015,EC/SEIAA/2014-15/650/2015,Jharkhand,Ranchi,Namkum,Date of Submission for EC: 08 Jun 2018 ,Date of Ec Granted : 10 Dec 2018,INFRA-2,MS CRYSTAL CONSULTANTS,EC Granted
SIA/JH/MIN/290447/2022,EC/SEIAA/2022-23/2645/2022,Jharkhand,East Singhbhum,baridih,Date of Submission for EC: 13 Sep 2022 ,Date of Ec Granted : 04 Nov 2022,Non-Coal Mining,GURUDEV MAHATO,EC Granted
SIA/JH/MIN/413534/2023,EC/SEIAA/2022-23/2725/2023,Jharkhand,,,Date of Submission for EC: 12 Jan 2023 ,Date of Ec Granted : 08 Feb 2023,Non-Coal Mining,MUKESH KUMAR,EC Granted
SIA/JH/MIS/182040/2020,EC/SEIAA/2020-21/2298/2021,Jharkhand,East Singhbhum,No Data,Date of Submission for EC: 13 Jan 2021 ,Date of Ec Granted : 27 Jan 2021,INFRA-2,M/S RUKMANI PROPERTY PROJECT PVT. LTD,EC Granted
SIA/JH/MIS/17932/2015,EC/SEIAA/2015-16/1870/2015,Jharkhand,Lohardaga,Lohardaga,Date of Submission for EC: 06 Jan 2017 ,Date of Ec Granted : 28 Aug 2017,INFRA-2,MEDICARE ENVIRONMENTAL MANAGEMENT PVT LTD,EC Granted
